unnamed:_0,id,gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on_board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction,total_delay,is_premium_customer,age_group
58215,92759,Female,Loyal Customer,65,Personal Travel,Eco,1276,4,2,4,4,4,2,2,3,3,2,4,2,3,2,401,435.0,neutral or dissatisfied,836.0,0,Senior
58216,92301,Male,Loyal Customer,41,Business travel,Business,2486,2,2,2,2,3,5,5,5,5,5,5,4,5,3,0,3.0,satisfied,3.0,1,Adult
58217,50813,Male,Loyal Customer,8,Personal Travel,Eco,86,1,5,0,2,5,0,5,5,3,2,4,5,4,5,0,0.0,neutral or dissatisfied,0.0,0,Teen
58218,80174,Female,Loyal Customer,33,Business travel,Eco,2475,3,5,5,5,3,3,3,3,1,4,4,3,1,3,0,10.0,neutral or dissatisfied,10.0,0,Adult
58219,20616,Male,Loyal Customer,29,Personal Travel,Eco,864,1,1,1,3,4,1,4,4,3,1,4,1,3,4,0,1.0,neutral or dissatisfied,1.0,0,Young Adult
58220,125947,Female,Loyal Customer,13,Personal Travel,Eco,951,1,3,1,2,3,1,3,3,3,2,3,3,5,3,2,8.0,neutral or dissatisfied,10.0,0,Teen
58221,109655,Female,Loyal Customer,25,Business travel,Business,2406,1,5,5,5,1,1,1,1,3,1,3,4,4,1,13,12.0,neutral or dissatisfied,25.0,1,Young Adult
58222,115577,Female,Loyal Customer,38,Business travel,Eco,372,4,2,2,2,4,4,4,4,4,3,3,1,3,4,127,131.0,neutral or dissatisfied,258.0,0,Adult
58223,123168,Male,Disloyal Customer,23,Business travel,Eco,590,2,2,3,3,2,3,3,2,4,1,4,2,4,2,0,7.0,neutral or dissatisfied,7.0,0,Young Adult
58224,85621,Male,Loyal Customer,57,Personal Travel,Eco,259,1,4,1,4,3,1,3,3,2,1,4,5,3,3,2,8.0,neutral or dissatisfied,10.0,0,Mature
58225,6654,Male,Loyal Customer,50,Business travel,Business,3545,4,4,4,4,3,4,5,4,4,5,4,4,4,5,6,65.0,satisfied,71.0,1,Mature
58226,104724,Female,Loyal Customer,32,Business travel,Business,2695,5,5,2,5,4,4,4,4,5,5,5,4,4,4,6,13.0,satisfied,19.0,1,Adult
58227,78785,Female,Disloyal Customer,26,Business travel,Eco,447,2,1,2,4,1,2,1,1,4,5,4,4,4,1,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
58228,45674,Female,Disloyal Customer,27,Business travel,Eco,896,3,3,3,3,5,3,2,5,2,5,5,3,2,5,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
58229,21823,Female,Loyal Customer,58,Business travel,Eco,907,3,4,4,4,2,3,3,3,3,3,3,3,3,1,0,0.0,neutral or dissatisfied,0.0,0,Mature
58230,42010,Male,Loyal Customer,22,Business travel,Business,241,1,1,1,1,5,5,5,5,5,1,4,3,4,5,0,0.0,satisfied,0.0,1,Young Adult
58231,61876,Male,Loyal Customer,51,Business travel,Business,2521,1,1,1,1,2,5,4,4,4,4,4,4,4,4,80,63.0,satisfied,143.0,1,Mature
58232,123444,Male,Loyal Customer,29,Business travel,Business,2125,1,1,1,1,5,5,5,5,3,2,4,5,5,5,9,14.0,satisfied,23.0,1,Young Adult
58233,45762,Female,Loyal Customer,57,Business travel,Eco,216,3,2,2,2,1,1,3,3,3,3,3,2,3,2,0,0.0,satisfied,0.0,0,Mature
58234,103188,Female,Loyal Customer,17,Personal Travel,Business,814,3,5,3,2,2,3,3,2,3,4,5,4,5,2,24,28.0,neutral or dissatisfied,52.0,1,Teen
58235,20983,Male,Loyal Customer,18,Personal Travel,Eco,689,2,5,2,3,4,2,4,4,3,5,5,3,4,4,0,0.0,neutral or dissatisfied,0.0,0,Teen
58236,85402,Male,Loyal Customer,58,Business travel,Business,2352,3,3,3,3,4,5,4,4,4,4,4,5,4,4,22,16.0,satisfied,38.0,1,Mature
58237,21897,Male,Loyal Customer,26,Business travel,Business,3840,2,2,2,2,4,4,4,4,4,4,5,2,5,4,7,10.0,satisfied,17.0,1,Young Adult
58238,32710,Female,Loyal Customer,44,Business travel,Business,3961,0,3,0,2,4,2,5,3,3,3,3,3,3,2,0,0.0,satisfied,0.0,1,Adult
58239,98851,Male,Loyal Customer,16,Personal Travel,Business,1751,2,5,2,1,1,2,1,1,3,2,2,5,4,1,0,0.0,neutral or dissatisfied,0.0,1,Teen
58240,86693,Female,Loyal Customer,43,Business travel,Business,1747,2,2,2,2,2,3,4,4,4,4,4,4,4,4,0,0.0,satisfied,0.0,1,Adult
58241,25011,Male,Loyal Customer,41,Business travel,Business,3098,1,2,2,2,1,4,3,1,1,1,1,1,1,3,0,0.0,neutral or dissatisfied,0.0,1,Adult
58242,1680,Male,Loyal Customer,41,Personal Travel,Eco,561,4,5,4,1,4,4,4,4,3,4,5,4,4,4,0,0.0,satisfied,0.0,0,Adult
58243,116029,Female,Loyal Customer,44,Personal Travel,Eco,325,2,1,2,4,1,4,4,3,3,2,3,1,3,4,25,18.0,neutral or dissatisfied,43.0,0,Adult
58244,16062,Male,Loyal Customer,46,Business travel,Business,744,1,1,1,1,2,5,5,4,4,4,4,5,4,4,0,0.0,satisfied,0.0,1,Mature
58245,72977,Female,Disloyal Customer,8,Business travel,Eco,1096,2,2,2,3,4,2,4,4,2,2,4,4,4,4,0,3.0,neutral or dissatisfied,3.0,0,Teen
58246,44268,Male,Loyal Customer,38,Personal Travel,Eco,118,4,5,4,1,5,4,5,5,5,4,2,2,1,5,0,13.0,neutral or dissatisfied,13.0,0,Adult
58247,128115,Male,Loyal Customer,54,Business travel,Business,1587,4,4,4,4,2,4,5,4,4,4,4,5,4,5,0,0.0,satisfied,0.0,1,Mature
58248,51830,Male,Loyal Customer,45,Business travel,Eco Plus,425,5,3,3,3,5,5,5,5,3,4,5,2,1,5,0,0.0,satisfied,0.0,1,Adult
58249,120877,Female,Loyal Customer,25,Business travel,Business,992,1,4,4,4,1,1,1,1,3,1,3,1,3,1,0,3.0,neutral or dissatisfied,3.0,1,Young Adult
58250,98415,Female,Loyal Customer,52,Business travel,Business,2176,4,4,4,4,4,3,4,4,4,4,4,4,4,5,0,0.0,satisfied,0.0,1,Mature
58251,112654,Male,Loyal Customer,55,Business travel,Business,3690,5,5,2,5,4,4,4,5,5,5,5,3,5,3,2,0.0,satisfied,2.0,1,Mature
58252,5338,Female,Loyal Customer,56,Business travel,Business,2176,3,3,3,3,5,5,5,5,2,5,5,5,3,5,118,161.0,satisfied,279.0,1,Mature
58253,48030,Female,Loyal Customer,47,Business travel,Eco,984,4,1,1,1,3,5,2,4,4,4,4,1,4,5,0,0.0,satisfied,0.0,0,Mature
58254,97591,Male,Loyal Customer,45,Business travel,Business,2004,3,3,3,3,3,5,5,5,5,5,5,5,5,5,0,0.0,satisfied,0.0,1,Adult
58255,81659,Female,Disloyal Customer,29,Business travel,Business,907,5,4,4,3,5,4,5,5,4,4,4,5,4,5,10,11.0,satisfied,21.0,0,Young Adult
58256,93288,Male,Loyal Customer,65,Personal Travel,Eco,867,4,4,4,3,2,4,2,2,4,4,4,4,4,2,0,0.0,neutral or dissatisfied,0.0,0,Senior
58257,93172,Male,Loyal Customer,55,Personal Travel,Eco,1066,1,4,1,5,4,1,5,4,5,2,4,5,4,4,0,0.0,neutral or dissatisfied,0.0,0,Mature
58258,10066,Female,Loyal Customer,56,Business travel,Business,596,1,1,1,1,5,5,5,4,4,4,4,3,4,4,0,0.0,satisfied,0.0,1,Mature
58259,89040,Female,Disloyal Customer,29,Business travel,Business,1473,4,3,3,2,5,3,5,5,5,4,3,5,4,5,16,0.0,satisfied,16.0,0,Young Adult
58260,77359,Male,Disloyal Customer,23,Business travel,Eco,590,0,3,0,1,4,0,4,4,3,3,5,4,5,4,0,3.0,satisfied,3.0,0,Young Adult
58261,95494,Male,Loyal Customer,61,Business travel,Business,293,0,0,0,1,4,4,5,4,4,4,4,3,4,5,0,0.0,satisfied,0.0,1,Senior
58262,54617,Female,Loyal Customer,36,Business travel,Business,3237,2,2,2,2,5,1,3,5,5,5,5,3,5,2,0,0.0,satisfied,0.0,1,Adult
58263,81832,Male,Loyal Customer,13,Personal Travel,Eco,1416,3,1,3,3,3,3,3,3,1,4,3,4,3,3,19,13.0,neutral or dissatisfied,32.0,0,Teen
58264,117321,Female,Loyal Customer,36,Personal Travel,Eco Plus,304,0,4,0,1,1,0,1,1,3,4,4,3,5,1,4,0.0,satisfied,4.0,1,Adult
58265,71745,Female,Loyal Customer,58,Business travel,Business,1723,4,4,4,4,2,4,5,4,4,4,4,3,4,3,0,4.0,satisfied,4.0,1,Mature
58266,5975,Female,Loyal Customer,22,Personal Travel,Business,925,2,4,2,3,5,2,5,5,3,3,5,3,4,5,87,94.0,neutral or dissatisfied,181.0,1,Young Adult
58267,86691,Male,Loyal Customer,49,Business travel,Business,1747,3,3,3,3,4,4,5,4,4,4,4,5,4,5,0,0.0,satisfied,0.0,1,Mature
58268,28568,Female,Loyal Customer,39,Business travel,Business,2562,2,2,2,2,5,3,4,4,4,3,4,3,4,3,0,0.0,satisfied,0.0,1,Adult
58269,3021,Male,Loyal Customer,50,Business travel,Eco,522,3,2,2,2,3,3,3,3,3,3,4,1,3,3,0,0.0,neutral or dissatisfied,0.0,0,Mature
58270,34949,Female,Loyal Customer,45,Personal Travel,Eco,395,3,5,3,3,2,5,4,3,3,3,2,4,3,4,0,0.0,neutral or dissatisfied,0.0,0,Adult
58271,107774,Female,Loyal Customer,80,Business travel,Business,2101,3,5,3,3,3,4,5,5,5,5,5,5,5,4,0,0.0,satisfied,0.0,1,Senior
58272,121880,Male,Loyal Customer,11,Personal Travel,Eco,449,4,3,4,2,2,4,1,2,2,1,2,2,5,2,0,0.0,satisfied,0.0,0,Teen
58273,69368,Female,Loyal Customer,33,Business travel,Business,3046,2,2,2,2,5,4,5,2,2,3,2,4,2,3,0,0.0,satisfied,0.0,1,Adult
58274,3602,Male,Loyal Customer,21,Personal Travel,Eco,999,5,1,5,1,1,5,1,1,1,3,1,3,2,1,7,43.0,satisfied,50.0,0,Young Adult
58275,106492,Male,Loyal Customer,53,Business travel,Business,3421,1,1,1,1,5,5,4,4,4,4,4,3,4,5,0,0.0,satisfied,0.0,1,Mature
58276,86277,Female,Loyal Customer,16,Personal Travel,Eco,356,2,1,2,3,4,2,3,4,3,4,3,4,3,4,1,0.0,neutral or dissatisfied,1.0,0,Teen
58277,119466,Female,Loyal Customer,32,Business travel,Business,814,5,5,5,5,4,4,4,4,5,4,4,4,5,4,0,0.0,satisfied,0.0,1,Adult
58278,53374,Female,Loyal Customer,60,Business travel,Business,2852,4,4,4,4,4,2,2,5,5,4,5,3,5,4,1,0.0,satisfied,1.0,1,Mature
58279,10907,Female,Loyal Customer,41,Business travel,Business,482,2,4,4,4,4,4,3,2,2,3,2,1,2,2,0,0.0,neutral or dissatisfied,0.0,1,Adult
58280,80264,Female,Loyal Customer,39,Business travel,Business,2363,5,5,5,5,5,4,4,4,4,4,4,5,4,4,63,48.0,satisfied,111.0,1,Adult
58281,25250,Female,Disloyal Customer,10,Business travel,Eco Plus,787,1,2,1,3,4,1,4,4,2,2,3,3,4,4,1,13.0,neutral or dissatisfied,14.0,0,Teen
58282,11473,Female,Disloyal Customer,36,Business travel,Eco Plus,295,2,3,3,1,4,3,4,4,1,5,4,5,2,4,4,0.0,neutral or dissatisfied,4.0,0,Adult
58283,43239,Female,Loyal Customer,40,Business travel,Business,3200,3,3,3,3,2,5,4,4,4,4,4,4,4,4,0,0.0,satisfied,0.0,1,Adult
58284,42683,Female,Loyal Customer,38,Business travel,Eco,516,4,4,5,4,4,4,4,4,2,5,1,1,1,4,0,5.0,satisfied,5.0,0,Adult
58285,21704,Male,Loyal Customer,54,Personal Travel,Eco,746,2,4,2,2,2,2,2,2,1,1,5,2,4,2,0,0.0,neutral or dissatisfied,0.0,0,Mature
58286,5294,Male,Loyal Customer,67,Personal Travel,Eco,190,2,1,2,3,1,2,1,1,1,4,3,4,4,1,0,0.0,neutral or dissatisfied,0.0,0,Senior
58287,110914,Male,Disloyal Customer,30,Business travel,Eco,404,3,4,3,4,3,3,3,3,3,5,4,2,4,3,24,17.0,neutral or dissatisfied,41.0,0,Young Adult
58288,125086,Female,Loyal Customer,37,Business travel,Eco,361,2,4,4,4,2,2,2,2,1,2,4,3,4,2,0,27.0,neutral or dissatisfied,27.0,0,Adult
58289,51617,Male,Disloyal Customer,23,Business travel,Eco,451,3,0,3,2,5,3,5,5,4,5,4,5,2,5,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
58290,7044,Female,Loyal Customer,51,Personal Travel,Eco Plus,299,2,5,3,4,5,5,5,3,3,3,3,5,3,5,9,9.0,neutral or dissatisfied,18.0,1,Mature
58291,95289,Female,Loyal Customer,9,Personal Travel,Eco,441,3,5,3,4,1,3,1,1,4,2,1,4,3,1,8,7.0,neutral or dissatisfied,15.0,0,Teen
58292,29691,Male,Loyal Customer,37,Business travel,Business,1542,2,2,2,2,4,4,4,5,5,5,5,2,5,3,0,0.0,satisfied,0.0,1,Adult
58293,80832,Female,Loyal Customer,21,Business travel,Business,692,1,5,5,5,1,1,1,1,4,1,3,3,4,1,111,102.0,neutral or dissatisfied,213.0,1,Young Adult
58294,88331,Male,Loyal Customer,23,Business travel,Business,1659,3,3,3,3,5,5,5,5,3,3,5,4,4,5,0,0.0,satisfied,0.0,1,Young Adult
58295,64164,Male,Loyal Customer,67,Personal Travel,Eco,989,1,5,1,2,3,1,3,3,3,2,4,5,5,3,31,3.0,neutral or dissatisfied,34.0,0,Senior
58296,112211,Male,Loyal Customer,43,Business travel,Business,1199,3,3,3,3,4,4,5,4,4,4,4,3,4,3,1,0.0,satisfied,1.0,1,Adult
58297,114002,Male,Loyal Customer,7,Personal Travel,Eco,1728,5,5,5,5,3,5,3,3,1,4,5,1,4,3,0,0.0,satisfied,0.0,0,Teen
58298,118858,Female,Loyal Customer,57,Personal Travel,Eco Plus,621,2,1,2,2,2,2,2,1,1,2,1,1,1,3,0,7.0,neutral or dissatisfied,7.0,1,Mature
58299,103442,Male,Loyal Customer,38,Personal Travel,Business,393,2,4,2,1,4,5,5,5,5,2,1,3,5,4,0,0.0,neutral or dissatisfied,0.0,1,Adult
58300,23517,Female,Loyal Customer,69,Business travel,Business,3581,5,5,5,5,3,1,1,5,5,5,5,4,5,4,0,0.0,satisfied,0.0,1,Senior
58301,99448,Male,Loyal Customer,38,Business travel,Business,3441,4,4,4,4,5,5,4,4,4,4,4,3,4,4,0,3.0,satisfied,3.0,1,Adult
58302,58732,Male,Loyal Customer,48,Business travel,Business,2582,1,1,1,1,5,5,5,5,5,4,5,3,5,3,0,0.0,satisfied,0.0,1,Mature
58303,20476,Male,Loyal Customer,55,Business travel,Business,130,0,4,0,4,4,4,5,1,1,1,1,5,1,5,19,13.0,satisfied,32.0,1,Mature
58304,127538,Male,Loyal Customer,50,Business travel,Business,3976,3,3,3,3,5,5,5,2,2,2,2,5,2,4,0,0.0,satisfied,0.0,1,Mature
58305,21175,Male,Loyal Customer,55,Personal Travel,Business,192,3,3,3,4,2,3,3,1,1,3,1,2,1,4,15,14.0,neutral or dissatisfied,29.0,1,Mature
58306,34361,Female,Disloyal Customer,29,Business travel,Eco,427,1,2,1,4,4,1,4,4,4,5,3,4,3,4,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
58307,76844,Male,Loyal Customer,53,Business travel,Business,1902,4,4,4,4,2,4,4,3,3,4,3,3,3,5,0,0.0,satisfied,0.0,1,Mature
58308,28706,Female,Loyal Customer,14,Personal Travel,Business,2554,4,4,4,4,4,1,3,5,2,4,5,3,3,3,0,0.0,neutral or dissatisfied,0.0,1,Teen
58309,51113,Male,Loyal Customer,66,Personal Travel,Eco,250,4,4,4,3,2,4,2,2,2,4,4,3,4,2,0,0.0,neutral or dissatisfied,0.0,0,Senior
58310,93221,Male,Disloyal Customer,38,Business travel,Eco,1460,1,1,1,3,3,1,3,3,2,2,3,3,4,3,1,15.0,neutral or dissatisfied,16.0,0,Adult
58311,114962,Male,Disloyal Customer,22,Business travel,Business,362,4,0,4,2,4,4,4,4,5,4,4,5,4,4,13,4.0,satisfied,17.0,0,Young Adult
58312,61615,Male,Disloyal Customer,27,Business travel,Business,1635,4,4,4,2,2,4,2,2,3,3,4,3,4,2,44,33.0,satisfied,77.0,0,Young Adult
58313,78077,Male,Loyal Customer,18,Business travel,Business,2073,1,1,1,1,4,4,4,4,5,5,5,4,5,4,0,0.0,satisfied,0.0,1,Teen
58314,7955,Female,Loyal Customer,40,Business travel,Business,594,2,2,4,2,3,5,4,5,5,5,5,5,5,4,20,16.0,satisfied,36.0,1,Adult
58315,42395,Male,Loyal Customer,28,Business travel,Eco Plus,834,5,1,3,1,5,5,5,5,4,1,4,1,3,5,0,13.0,satisfied,13.0,1,Young Adult
58316,107328,Male,Loyal Customer,54,Business travel,Business,3111,5,5,5,5,4,5,5,4,4,4,4,3,4,3,4,0.0,satisfied,4.0,1,Mature
58317,40585,Male,Loyal Customer,39,Business travel,Business,411,3,2,3,2,5,3,3,3,3,3,3,1,3,1,0,0.0,neutral or dissatisfied,0.0,1,Adult
58318,58365,Male,Loyal Customer,39,Business travel,Business,599,5,5,5,5,3,4,4,2,2,2,2,4,2,3,59,61.0,satisfied,120.0,1,Adult
58319,28121,Female,Loyal Customer,41,Business travel,Eco,550,5,2,2,2,5,5,5,1,5,3,2,5,3,5,248,268.0,satisfied,516.0,0,Adult
58320,32161,Female,Loyal Customer,44,Business travel,Business,1788,3,3,5,3,5,4,1,4,4,4,3,2,4,5,0,0.0,satisfied,0.0,1,Adult
58321,83091,Female,Loyal Customer,56,Business travel,Eco,1127,1,2,2,2,3,4,3,1,1,1,1,4,1,2,0,0.0,neutral or dissatisfied,0.0,0,Mature
58322,39438,Female,Loyal Customer,85,Business travel,Business,1689,3,5,5,5,2,3,2,4,4,3,4,2,3,2,0,0.0,neutral or dissatisfied,0.0,1,Senior
58323,105229,Female,Disloyal Customer,23,Business travel,Eco,377,2,4,2,4,2,2,2,2,4,2,5,4,5,2,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
58324,102299,Female,Loyal Customer,50,Business travel,Eco,407,3,2,2,2,2,3,4,4,4,3,4,4,4,3,33,15.0,neutral or dissatisfied,48.0,0,Mature
58325,118706,Female,Loyal Customer,68,Personal Travel,Eco,646,2,2,2,3,4,3,2,2,2,2,2,2,2,1,0,1.0,neutral or dissatisfied,1.0,0,Senior
58326,127378,Male,Loyal Customer,42,Business travel,Business,3391,2,2,2,2,3,5,5,5,5,4,5,5,5,5,0,0.0,satisfied,0.0,1,Adult
58327,27058,Female,Loyal Customer,57,Personal Travel,Eco Plus,1709,3,1,3,4,4,4,4,4,4,3,4,4,4,3,0,0.0,neutral or dissatisfied,0.0,1,Mature
58328,59475,Male,Loyal Customer,58,Business travel,Business,758,1,1,3,1,2,4,5,4,4,4,4,4,4,4,1,0.0,satisfied,1.0,1,Mature
58329,16860,Male,Loyal Customer,25,Business travel,Business,3689,5,5,5,5,5,5,5,5,2,2,1,3,4,5,16,17.0,satisfied,33.0,1,Young Adult
58330,27647,Male,Loyal Customer,60,Personal Travel,Eco Plus,937,2,5,2,2,3,2,3,3,5,2,4,4,5,3,0,0.0,neutral or dissatisfied,0.0,1,Mature
58331,27671,Male,Loyal Customer,33,Business travel,Business,2322,1,1,1,1,5,5,5,5,4,1,3,2,4,5,0,0.0,satisfied,0.0,1,Adult
58332,20597,Male,Loyal Customer,62,Business travel,Eco Plus,633,1,2,2,2,1,1,1,1,1,4,4,1,3,1,0,8.0,neutral or dissatisfied,8.0,1,Senior
58333,123641,Male,Disloyal Customer,38,Business travel,Business,214,3,2,2,1,5,2,3,5,5,3,5,5,4,5,0,0.0,satisfied,0.0,0,Adult
58334,121804,Male,Loyal Customer,50,Business travel,Business,337,0,0,0,2,4,4,5,4,4,4,4,4,4,4,0,0.0,satisfied,0.0,1,Mature
58335,119493,Female,Loyal Customer,55,Business travel,Business,1524,3,3,3,3,4,5,5,5,5,5,5,3,5,4,0,0.0,satisfied,0.0,1,Mature
58336,28841,Male,Loyal Customer,25,Business travel,Business,697,2,2,1,2,4,4,4,4,4,3,4,2,3,4,0,0.0,satisfied,0.0,1,Young Adult
58337,109459,Male,Loyal Customer,40,Business travel,Business,3159,2,2,2,2,5,4,4,5,5,5,5,4,5,5,6,0.0,satisfied,6.0,1,Adult
58338,26861,Male,Loyal Customer,39,Business travel,Eco Plus,224,3,4,4,4,3,3,3,3,2,4,2,2,1,3,59,63.0,satisfied,122.0,1,Adult
58339,12255,Male,Loyal Customer,51,Business travel,Eco,127,5,5,5,5,5,5,5,5,5,1,5,1,3,5,0,0.0,satisfied,0.0,0,Mature
58340,128375,Male,Loyal Customer,25,Business travel,Business,1670,1,1,1,1,1,1,1,1,3,4,3,2,4,1,20,16.0,neutral or dissatisfied,36.0,1,Young Adult
58341,38832,Female,Loyal Customer,52,Business travel,Eco Plus,353,4,1,4,1,2,4,3,4,4,4,4,1,4,1,0,0.0,satisfied,0.0,1,Mature
58342,59441,Male,Loyal Customer,23,Business travel,Business,606,2,2,2,2,2,2,2,2,1,1,3,4,4,2,0,0.0,neutral or dissatisfied,0.0,1,Young Adult
58343,94658,Male,Disloyal Customer,59,Business travel,Business,192,3,3,3,4,4,3,4,4,5,3,5,5,5,4,3,0.0,satisfied,3.0,0,Mature
58344,54902,Female,Loyal Customer,64,Personal Travel,Eco,862,2,4,2,3,4,4,5,5,5,2,5,3,5,5,1,0.0,neutral or dissatisfied,1.0,0,Senior
58345,46160,Female,Loyal Customer,27,Personal Travel,Eco,604,0,5,0,1,0,3,3,5,5,4,5,3,5,3,180,175.0,satisfied,355.0,0,Young Adult
58346,126549,Male,Loyal Customer,25,Personal Travel,Eco,644,3,1,3,4,4,3,4,4,3,3,3,3,3,4,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
58347,113718,Male,Loyal Customer,62,Personal Travel,Eco,397,5,1,5,1,2,5,2,2,3,2,2,4,1,2,3,0.0,satisfied,3.0,0,Senior
58348,5245,Male,Loyal Customer,45,Business travel,Business,285,1,0,0,3,3,2,3,4,4,0,2,2,4,3,18,11.0,neutral or dissatisfied,29.0,1,Adult
58349,15850,Male,Loyal Customer,47,Business travel,Business,2419,1,2,2,2,3,4,4,1,1,1,1,1,1,3,10,0.0,neutral or dissatisfied,10.0,1,Mature
58350,101603,Female,Disloyal Customer,21,Business travel,Eco,1139,2,3,3,1,4,3,4,4,5,5,5,3,5,4,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
58351,80122,Female,Disloyal Customer,41,Business travel,Business,973,5,5,5,5,5,1,1,3,2,4,4,1,5,1,0,0.0,satisfied,0.0,0,Adult
58352,86447,Male,Disloyal Customer,18,Business travel,Business,749,4,4,4,3,2,4,2,2,3,3,4,5,4,2,0,0.0,satisfied,0.0,0,Teen
58353,63589,Male,Loyal Customer,42,Business travel,Business,2133,2,2,2,2,2,4,4,2,2,2,2,5,2,4,9,0.0,satisfied,9.0,1,Adult
58354,85032,Male,Loyal Customer,22,Personal Travel,Eco,1590,4,5,4,2,3,4,3,3,1,4,5,3,1,3,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
58355,75587,Male,Loyal Customer,15,Business travel,Business,3495,4,5,5,5,4,4,4,4,1,4,3,4,3,4,0,0.0,neutral or dissatisfied,0.0,1,Teen
58356,99754,Male,Loyal Customer,26,Personal Travel,Eco,255,4,4,0,1,2,0,2,2,4,4,5,5,4,2,10,12.0,satisfied,22.0,0,Young Adult
58357,93980,Male,Disloyal Customer,28,Business travel,Eco,1218,3,4,4,4,1,4,1,1,4,2,3,3,4,1,1,0.0,neutral or dissatisfied,1.0,0,Young Adult
58358,66969,Female,Loyal Customer,42,Business travel,Business,2930,5,5,5,5,5,5,5,4,4,4,4,3,4,4,8,11.0,satisfied,19.0,1,Adult
58359,82553,Male,Loyal Customer,47,Business travel,Business,528,2,2,2,2,2,5,5,4,4,4,4,3,4,4,0,7.0,satisfied,7.0,1,Mature
58360,82386,Male,Loyal Customer,53,Business travel,Business,3833,1,1,3,1,3,3,3,4,5,4,5,3,4,3,152,166.0,satisfied,318.0,1,Mature
58361,109391,Female,Loyal Customer,50,Personal Travel,Eco,1046,3,4,3,3,4,5,4,4,4,3,4,3,4,5,36,30.0,neutral or dissatisfied,66.0,0,Mature
58362,24909,Female,Loyal Customer,39,Business travel,Business,3165,1,1,1,1,3,3,5,5,5,5,5,5,5,5,0,0.0,satisfied,0.0,1,Adult
58363,57080,Female,Disloyal Customer,24,Business travel,Eco,1222,3,3,3,4,3,3,1,3,4,4,4,3,5,3,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
58364,33767,Female,Loyal Customer,29,Business travel,Eco,1990,5,1,2,1,5,5,5,5,5,1,5,1,1,5,39,38.0,satisfied,77.0,0,Young Adult
58365,14648,Female,Loyal Customer,34,Business travel,Business,162,4,4,4,4,3,2,4,5,5,5,5,1,5,2,0,0.0,satisfied,0.0,1,Adult
58366,61053,Male,Loyal Customer,52,Business travel,Business,1709,3,3,3,3,5,5,5,5,5,5,5,4,5,4,1,10.0,satisfied,11.0,1,Mature
58367,3641,Female,Loyal Customer,46,Business travel,Business,427,4,4,4,4,3,4,4,2,2,2,2,5,2,3,0,0.0,satisfied,0.0,1,Mature
58368,44774,Male,Loyal Customer,47,Business travel,Eco,1250,5,5,5,5,5,5,5,5,4,3,3,1,1,5,0,4.0,satisfied,4.0,0,Mature
58369,89928,Female,Loyal Customer,31,Business travel,Eco,1487,2,1,3,1,2,2,2,2,2,1,4,1,4,2,0,0.0,neutral or dissatisfied,0.0,0,Adult
58370,72889,Male,Loyal Customer,48,Business travel,Business,2837,2,1,1,1,1,4,4,2,2,2,2,4,2,1,12,13.0,neutral or dissatisfied,25.0,1,Mature
58371,111381,Male,Loyal Customer,26,Business travel,Business,2319,4,4,4,4,4,4,4,4,5,4,5,4,4,4,0,3.0,satisfied,3.0,1,Young Adult
58372,25288,Male,Loyal Customer,25,Business travel,Business,3036,1,1,1,1,4,4,4,4,3,4,3,2,3,4,5,9.0,satisfied,14.0,1,Young Adult
58373,121816,Male,Loyal Customer,52,Business travel,Business,3471,3,2,2,2,4,3,4,3,3,3,3,4,3,1,6,30.0,neutral or dissatisfied,36.0,1,Mature
58374,8843,Male,Loyal Customer,37,Business travel,Business,3913,5,5,5,5,3,5,5,5,5,5,5,4,5,4,23,42.0,satisfied,65.0,1,Adult
58375,84352,Female,Loyal Customer,59,Business travel,Business,1971,2,1,1,1,3,4,4,2,2,3,2,1,2,3,0,0.0,neutral or dissatisfied,0.0,1,Mature
58376,74631,Male,Loyal Customer,71,Business travel,Business,2327,1,1,1,1,5,4,2,4,4,4,4,2,4,2,0,0.0,satisfied,0.0,1,Senior
58377,69574,Female,Loyal Customer,73,Business travel,Eco,1086,3,1,1,1,3,3,3,1,5,3,4,3,3,3,0,0.0,neutral or dissatisfied,0.0,0,Senior
58378,37991,Male,Disloyal Customer,22,Business travel,Eco,1249,4,4,4,5,4,4,5,4,5,1,5,2,5,4,1,0.0,neutral or dissatisfied,1.0,0,Young Adult
58379,90063,Male,Loyal Customer,22,Business travel,Business,1084,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,0.0,neutral or dissatisfied,4.0,1,Young Adult
58380,66931,Female,Loyal Customer,50,Business travel,Business,929,4,4,3,4,2,5,4,4,4,4,4,5,4,4,30,38.0,satisfied,68.0,1,Mature
